ticker,company_name,cik,exchange,form_type,filing_date,accession_number,primary_document,market_cap,market_cap_source
THG,"HANOVER INSURANCE GROUP, INC.",0000944695,NYSE,25-NSE,2020-09-22,0000876661-20-000802,xslF25X02/primary_doc.xml,2893380621.619049,yahoo_historical
PACK,Ranpak Holdings Corp.,0001712463,NYSE,25-NSE,2020-09-22,0000876661-20-000806,xslF25X02/primary_doc.xml,826883542.09342,yahoo_historical
KDP,Keurig Dr Pepper Inc.,0001418135,NASDAQ,25,2020-09-18,0001418135-20-000027,september2020form25.htm,33297553737.24699,yahoo_historical
SMMT,Summit Therapeutics Inc.,0001599298,NASDAQ,25-NSE,2020-09-18,0001354457-20-000486,xslF25X02/primary_doc.xml,2516215863.6346874,yahoo_historical
SGI,SOMNIGROUP INTERNATIONAL INC.,0001206264,NYSE,25-NSE,2020-09-15,0000876661-20-000771,xslF25X02/primary_doc.xml,4692140971.855572,yahoo_historical
MAR,MARRIOTT INTERNATIONAL INC /MD/,0001048286,NASDAQ,25,2020-09-10,0001628280-20-013435,form25_09102020.htm,25978215306.0215,yahoo_historical
VAL-WT,Valaris Ltd,0000314808,NYSE,25-NSE,2020-09-04,0000876661-20-000738,xslF25X02/primary_doc.xml,,none
CBSH,COMMERCE BANCSHARES INC /MO/,0000022356,NASDAQ,25-NSE,2020-08-31,0001354457-20-000444,xslF25X02/primary_doc.xml,6252901361.8977585,yahoo_historical
ZVRA,"ZEVRA THERAPEUTICS, INC.",0001434647,NASDAQ,25-NSE,2020-08-11,0001354457-20-000403,xslF25X02/primary_doc.xml,423357462.12620974,yahoo_historical
ACEL,"Accel Entertainment, Inc.",0001698991,NYSE,25-NSE,2020-08-07,0000876661-20-000628,xslF25X02/primary_doc.xml,848721033.3293438,yahoo_historical
NFE,New Fortress Energy Inc.,0001749723,NASDAQ,25-NSE,2020-08-07,0001354457-20-000394,xslF25X02/primary_doc.xml,6203803030.722513,yahoo_historical
UIS,UNISYS CORP,0000746838,NYSE,25-NSE,2020-08-05,0000876661-20-000616,xslF25X02/primary_doc.xml,880630436.3011208,yahoo_historical
CCI,CROWN CASTLE INC.,0001051470,NYSE,25-NSE,2020-08-03,0000876661-20-000605,xslF25X02/primary_doc.xml,55784033228.6586,yahoo_historical
CRC,California Resources Corp,0001609253,NYSE,25-NSE,2020-07-31,0000876661-20-000598,xslF25X02/primary_doc.xml,4526328320.0,yahoo_current
HHS,HARTE HANKS INC,0000045919,NASDAQ,25-NSE,2020-07-28,0000876661-20-000587,xslF25X02/primary_doc.xml,13865664.815356493,yahoo_historical
TMUSZ,"T-Mobile US, Inc.",0001283699,NASDAQ,25-NSE,2020-07-27,0001354457-20-000356,xslF25X02/primary_doc.xml,,none
EXEEL,EXPAND ENERGY Corp,0000895126,NASDAQ,25-NSE,2020-07-20,0000876661-20-000569,xslF25X02/primary_doc.xml,,none
MTCH,"Match Group, Inc.",0000891103,NASDAQ,25-NSE,2020-06-30,0001354457-20-000290,xslF25X02/primary_doc.xml,24546211625.879723,yahoo_historical
IMVT,"Immunovant, Inc.",0001764013,NASDAQ,25-NSE,2020-06-15,0001354457-20-000251,xslF25X02/primary_doc.xml,5163843192.29417,yahoo_historical
SDRL,Seadrill Ltd,0001737706,NYSE,25,2020-06-11,0001193125-20-166789,d941635d25.htm,2416999168.0,yahoo_current
LTM,LATAM AIRLINES GROUP S.A.,0001047716,NYSE,25-NSE,2020-06-10,0000876661-20-000493,xslF25X02/primary_doc.xml,20331487232.0,yahoo_current
TGEN,TECOGEN INC.,0001537435,AMEX,25,2020-06-09,0001537435-20-000067,form25cover.htm,21489465.733914614,yahoo_historical
MGNI,"MAGNITE, INC.",0001595974,NASDAQ,25,2020-06-08,0001595974-20-000091,form25.htm,1185094919.25,yahoo_historical
CNMD,CONMED Corp,0000816956,NYSE,25-NSE,2020-05-26,0000876661-20-000435,xslF25X02/primary_doc.xml,2174657658.909546,yahoo_historical
TWN,TAIWAN FUND INC,0000804123,NYSE,25-NSE,2020-05-22,0000876661-20-000432,xslF25X02/primary_doc.xml,70256333.83398438,yahoo_historical
STNG,Scorpio Tankers Inc.,0001483934,NYSE,25-NSE,2020-05-18,0001143362-20-000206,xslF25X02/primary_doc.xml,773610430.6789112,yahoo_historical
RTX,RTX Corp,0000101829,NYSE,25-NSE,2020-05-18,0000876661-20-000414,xslF25X02/primary_doc.xml,68209803413.211525,yahoo_historical
GBDC,"GOLUB CAPITAL BDC, Inc.",0001476765,NASDAQ,25-NSE,2020-05-06,0001354457-20-000185,xslF25X02/primary_doc.xml,1510730274.58254,yahoo_historical
FLUT,Flutter Entertainment plc,0001635327,NYSE,25-NSE,2020-05-05,0001354457-20-000181,xslF25X02/primary_doc.xml,20963807149.291718,yahoo_historical
FYBR,"Frontier Communications Parent, Inc.",0000020520,NASDAQ,25-NSE,2020-04-29,0001354457-20-000170,xslF25X02/primary_doc.xml,9635510272.0,yahoo_current
WFRD,Weatherford International plc,0001603923,NASDAQ,25-NSE,2020-04-17,0000876661-20-000340,xslF25X02/primary_doc.xml,6699332096.0,yahoo_current
OBE,OBSIDIAN ENERGY LTD.,0001334388,AMEX,25-NSE,2020-04-16,0000876661-20-000338,xslF25X02/primary_doc.xml,12752082.019982457,yahoo_historical
SPCE,"Virgin Galactic Holdings, Inc",0001706946,NYSE,25-NSE,2020-04-13,0000876661-20-000313,xslF25X02/primary_doc.xml,22611595294.292236,yahoo_historical
EMBJ,EMBRAER S.A.,0001355444,NYSE,25,2020-03-30,0001292814-20-001002,embraer20200317_form25.htm,1303298542.6888585,yahoo_historical
CFR-PB,"CULLEN/FROST BANKERS, INC.",0000039263,NYSE,25-NSE,2020-03-16,0000876661-20-000224,xslF25X02/primary_doc.xml,,none
WHR,WHIRLPOOL CORP /DE/,0000106640,NYSE,25-NSE,2020-03-12,0000876661-20-000204,xslF25X02/primary_doc.xml,4387662500.173187,yahoo_historical
PMTS,CPI Card Group Inc.,0001641614,NASDAQ,25-NSE,2020-03-09,0001354457-20-000113,xslF25X02/primary_doc.xml,9508593.985649943,yahoo_historical
OCSL,Oaktree Specialty Lending Corp,0001414932,NASDAQ,25-NSE,2020-03-02,0000876661-20-000165,xslF25X02/primary_doc.xml,696869208.066267,yahoo_historical
OSBC,OLD SECOND BANCORP INC,0000357173,NASDAQ,25-NSE,2020-02-28,0001354457-20-000104,xslF25X02/primary_doc.xml,521386922.3336334,yahoo_historical
ARR-PC,"Armour Residential REIT, Inc.",0001428205,NYSE,25-NSE,2020-02-27,0000876661-20-000143,xslF25X02/primary_doc.xml,,none
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",0001293613,NYSE,25-NSE,2020-02-14,0000876661-20-000108,xslF25X02/primary_doc.xml,1246722833.6862345,yahoo_historical
IDN,"Intellicheck, Inc.",0001040896,NASDAQ,25,2020-01-31,0001493152-20-001443,form25.htm,170933513.99075603,yahoo_historical
AXS-PE,AXIS CAPITAL HOLDINGS LTD,0001214816,NYSE,25-NSE,2020-01-17,0000876661-20-000038,xslF25X02/primary_doc.xml,1507750649.5021362,yahoo_historical
CGABL,Carlyle Group Inc.,0001527166,NASDAQ,25-NSE,2019-12-31,0001354457-19-000693,xslF25X02/primary_doc.xml,,none
NTRSO,NORTHERN TRUST CORP,0000073124,NASDAQ,25-NSE,2019-12-31,0001354457-19-000692,xslF25X02/primary_doc.xml,,none
OI,"O-I Glass, Inc. /DE/",0000812074,NYSE,25-NSE,2019-12-27,0000876661-19-001306,xslF25X02/primary_doc.xml,1818692317.8534508,yahoo_historical
GGT-PG,GABELLI MULTIMEDIA TRUST INC.,0000921671,NYSE,25-NSE,2019-12-26,0000876661-19-001300,xslF25X02/primary_doc.xml,,none
CNDT,CONDUENT Inc,0001677703,NASDAQ,25,2019-12-20,0001193125-19-320985,d682311d25.htm,1010599555.9229493,yahoo_historical
DOV,DOVER Corp,0000029905,NYSE,25-NSE,2019-12-04,0000876661-19-001210,xslF25X02/primary_doc.xml,13947623269.384941,yahoo_historical
CMPR,CIMPRESS plc,0001262976,NASDAQ,25-NSE,2019-12-03,0001354457-19-000629,xslF25X02/primary_doc.xml,3006750383.8430786,yahoo_historical
RFL,"Rafael Holdings, Inc.",0001713863,NYSE,25,2019-12-02,0001213900-19-025122,f25120219_rafaelholdings.htm,836523240.3957367,yahoo_historical
AGNCL,AGNC Investment Corp.,0001423689,NASDAQ,25-NSE,2019-11-25,0001354457-19-000622,xslF25X02/primary_doc.xml,,none
BGSF,"BGSF, INC.",0001474903,NYSE,25,2019-11-21,0001474903-19-000066,form25-nyselisting2019.htm,139862575.9638033,yahoo_historical
GCV,GABELLI CONVERTIBLE & INCOME SECURITIES FUND INC,0000845611,NYSE,25-NSE,2019-11-18,0000876661-19-001152,xslF25X02/primary_doc.xml,60712944.7499156,yahoo_historical
ZWS,Zurn Elkay Water Solutions Corp,0001439288,NYSE,25-NSE,2019-11-15,0000876661-19-001140,xslF25X02/primary_doc.xml,2326027241.663452,yahoo_historical
DLNG-PA,Dynagas LNG Partners LP,0001578453,NYSE,25-NSE,2019-10-30,0000876661-19-001093,xslF25X02/primary_doc.xml,438256440.54079056,yahoo_historical
ONTO,ONTO INNOVATION INC.,0000704532,NYSE,25,2019-10-25,0001193125-19-274744,d822830d25.htm,10350651392.0,yahoo_current
BFS-PE,"SAUL CENTERS, INC.",0000907254,NYSE,25-NSE,2019-10-17,0000876661-19-001053,xslF25X02/primary_doc.xml,,none
ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",0001035443,NYSE,25-NSE,2019-10-07,0000876661-19-001032,xslF25X02/primary_doc.xml,20728206830.064255,yahoo_historical
IBKR,"Interactive Brokers Group, Inc.",0001381197,NASDAQ,25,2019-10-04,0001381197-19-000072,ibkr-form25_20191004.htm,5101391177.14475,yahoo_historical
OAK-PB,"Brookfield Oaktree Holdings, LLC",0001403528,NYSE,25-NSE,2019-09-30,0000876661-19-001007,xslF25X02/primary_doc.xml,5524270080.0,yahoo_current
EXC,EXELON CORP,0001109357,NASDAQ,25,2019-09-24,0001109357-19-000084,exc2019092425nyse.htm,28091180366.898697,yahoo_historical
PNR,PENTAIR plc,0000077360,NYSE,25-NSE,2019-09-18,0000876661-19-000974,xslF25X02/primary_doc.xml,5693265955.495911,yahoo_historical
MTB-PH,M&T BANK CORP,0000036270,NYSE,25-NSE,2019-08-30,0000876661-19-000896,xslF25X02/primary_doc.xml,,none
UI,Ubiquiti Inc.,0001511737,NYSE,25,2019-08-19,0001144204-19-040502,tv527873_form25.htm,6304990710.4496,yahoo_historical
MFICL,MidCap Financial Investment Corp,0001278752,NASDAQ,25-NSE,2019-08-12,0000876661-19-000849,xslF25X02/primary_doc.xml,,none
BATL,BATTALION OIL CORP,0001282648,AMEX,25-NSE,2019-08-07,0000876661-19-000825,xslF25X02/primary_doc.xml,54964920.0,yahoo_current
DNP,DNP SELECT INCOME FUND INC,0000806628,NYSE,25,2019-08-06,0001193125-19-213139,d55665d25.htm,2825779466.1759787,yahoo_historical
MU,MICRON TECHNOLOGY INC,0000723125,NASDAQ,25,2019-08-05,0000723125-19-000059,form2508052019.htm,46056652659.90006,yahoo_historical
OXY-WT,OCCIDENTAL PETROLEUM CORP /DE/,0000797468,NYSE,25-NSE,2019-08-01,0000876661-19-000812,xslF25X02/primary_doc.xml,,none
MGY,Magnolia Oil & Gas Corp,0001698990,NYSE,25-NSE,2019-07-25,0000876661-19-000781,xslF25X02/primary_doc.xml,1824314236.8474007,yahoo_historical
NWPX,"NWPX Infrastructure, Inc.",0001001385,NASDAQ,25,2019-07-22,0001437749-19-014367,nwpx20190718_25.htm,226787767.26579094,yahoo_historical
BDC,BELDEN INC.,0000913142,NYSE,25-NSE,2019-07-15,0000876661-19-000744,xslF25X02/primary_doc.xml,2097818962.677185,yahoo_historical
LNC-PD,LINCOLN NATIONAL CORP,0000059558,NYSE,25-NSE,2019-07-10,0000876661-19-000733,xslF25X02/primary_doc.xml,,none
GM,General Motors Co,0001467858,NYSE,25-NSE,2019-07-10,0000876661-19-000731,xslF25X02/primary_doc.xml,33186093184.42551,yahoo_historical
KMPB,KEMPER Corp,0000860748,NYSE,25-NSE,2019-07-09,0000876661-19-000729,xslF25X02/primary_doc.xml,,none
BX,Blackstone Inc.,0001393818,NYSE,25-NSE,2019-07-01,0000876661-19-000696,xslF25X02/primary_doc.xml,27469837740.954807,yahoo_historical
ARI,"Apollo Commercial Real Estate Finance, Inc.",0001467760,NYSE,25-NSE,2019-06-10,0000876661-19-000564,xslF25X02/primary_doc.xml,1159386396.3960676,yahoo_historical
AIV,APARTMENT INVESTMENT & MANAGEMENT CO,0000922864,NYSE,25-NSE,2019-05-17,0000876661-19-000495,xslF25X02/primary_doc.xml,459204578.5490513,yahoo_historical
IRDM,Iridium Communications Inc.,0001418819,NASDAQ,25-NSE,2019-05-14,0001354457-19-000276,xslF25X02/primary_doc.xml,2462275570.5259094,yahoo_historical
TU,TELUS CORP,0000868675,NYSE,25-NSE,2019-05-10,0000876661-19-000460,xslF25X02/primary_doc.xml,20336779509.488457,yahoo_historical
CCO,"Clear Channel Outdoor Holdings, Inc.",0001334978,NYSE,25-NSE,2019-05-02,0000876661-19-000443,xslF25X02/primary_doc.xml,2213007978.3965635,yahoo_historical
BKTI,BK Technologies Corp,0000002186,AMEX,25-NSE,2019-03-29,0001143313-19-000034,xslF25X02/primary_doc.xml,70749219.4219284,yahoo_historical
TROX,Tronox Holdings plc,0001530804,NYSE,25-NSE,2019-03-28,0000876661-19-000292,xslF25X02/primary_doc.xml,1582263250.9780884,yahoo_historical
SIGIP,SELECTIVE INSURANCE GROUP INC,0000230557,NASDAQ,25-NSE,2019-03-28,0000876661-19-000288,xslF25X02/primary_doc.xml,,none
RDN,RADIAN GROUP INC,0000890926,NYSE,25-NSE,2019-03-21,0000876661-19-000274,xslF25X02/primary_doc.xml,2345911466.6845875,yahoo_historical
AM,Antero Midstream Corp,0001623925,NYSE,25-NSE,2019-03-13,0000876661-19-000223,xslF25X02/primary_doc.xml,2845339967.107773,yahoo_historical
SMCI,"Super Micro Computer, Inc.",0001375365,NASDAQ,25-NSE,2019-03-12,0001354457-19-000123,xslF25X02/primary_doc.xml,1170063443.4526415,yahoo_historical
AHL-PF,ASPEN INSURANCE HOLDINGS LTD,0001267395,NYSE,25-NSE,2019-02-15,0000876661-19-000137,xslF25X02/primary_doc.xml,,none
LFT-PA,"Lument Finance Trust, Inc.",0001547546,NYSE,25-NSE,2019-02-14,0000876661-19-000134,xslF25X02/primary_doc.xml,,none
QMCO,QUANTUM CORP /DE/,0000709283,NASDAQ,25-NSE,2019-01-30,0000876661-19-000077,xslF25X02/primary_doc.xml,740131887.2928276,yahoo_historical
CYH,COMMUNITY HEALTH SYSTEMS INC,0001108109,NYSE,25-NSE,2019-01-11,0001354457-19-000026,xslF25X02/primary_doc.xml,520833751.078974,yahoo_historical
WF,WOORI FINANCIAL GROUP INC.,0001264136,NYSE,25-NSE,2019-01-11,0000876661-19-000026,xslF25X02/primary_doc.xml,7392404046.448708,yahoo_historical
VTR,"Ventas, Inc.",0000740260,NYSE,25-NSE,2019-01-04,0000876661-19-000014,xslF25X02/primary_doc.xml,20457754695.41638,yahoo_historical
MDU,MDU RESOURCES GROUP INC,0000067716,NYSE,25-NSE,2019-01-02,0000876661-19-000006,xslF25X02/primary_doc.xml,1499332002.8163772,yahoo_historical
APYX,Apyx Medical Corp,0000719135,NASDAQ,25,2018-12-31,0000719135-18-000089,bvx_20181231xform25.htm,171914128.0,yahoo_current
WGO,WINNEBAGO INDUSTRIES INC,0000107687,NYSE,25,2018-12-31,0001104659-18-075341,a18-42229_125.htm,600084842.859005,yahoo_historical
UNFI,UNITED NATURAL FOODS INC,0001020859,NYSE,25,2018-12-28,0001020859-18-000166,form25.htm,625160456.3661861,yahoo_historical
LNT,ALLIANT ENERGY CORP,0000352541,NASDAQ,25,2018-12-28,0000352541-18-000096,lntform2512282018.htm,8674350984.974384,yahoo_historical
FFBC,FIRST FINANCIAL BANCORP /OH/,0000708955,NASDAQ,25-NSE,2018-12-26,0001354457-18-000542,xslF25X02/primary_doc.xml,1824746245.7277203,yahoo_historical
RLGT,"RADIANT LOGISTICS, INC",0001171155,AMEX,25-NSE,2018-12-21,0001143313-18-000085,xslF25X02/primary_doc.xml,192457102.09201813,yahoo_historical
DAC,Danaos Corp,0001369241,NYSE,25-NSE,2018-12-21,0000876661-18-001360,xslF25X02/primary_doc.xml,179675021.46126938,yahoo_historical
WTFCN,WINTRUST FINANCIAL CORP,0001015328,NASDAQ,25-NSE,2018-12-17,0001354457-18-000528,xslF25X02/primary_doc.xml,,none
NWL,NEWELL BRANDS INC.,0000814453,NASDAQ,25,2018-12-10,0001193125-18-346171,d651997d25.htm,6882354132.080078,yahoo_historical
CATY,CATHAY GENERAL BANCORP,0000861842,NASDAQ,25-NSE,2018-12-07,0001354457-18-000509,xslF25X02/primary_doc.xml,1970818319.3008575,yahoo_historical
EMP,"ENTERGY MISSISSIPPI, LLC",0000066901,NYSE,25-NSE,2018-12-04,0000876661-18-001284,xslF25X02/primary_doc.xml,60577854.41642761,yahoo_historical
TER,"TERADYNE, INC",0000097210,NASDAQ,25,2018-11-26,0001193125-18-333996,d657350d25.htm,5536206624.579578,yahoo_historical
WAFDP,WAFD INC,0000936528,NASDAQ,25-NSE,2018-11-14,0001354457-18-000472,xslF25X02/primary_doc.xml,,none
CMA-PB,COMERICA INC,0000028412,NYSE,25-NSE,2018-11-13,0000876661-18-001204,xslF25X02/primary_doc.xml,,none
REGCP,REGENCY CENTERS CORP,0000910606,NASDAQ,25,2018-11-13,0001193125-18-324652,d651610d25.htm,,none
VLYPN,VALLEY NATIONAL BANCORP,0000714310,NASDAQ,25-NSE,2018-11-09,0001354457-18-000458,xslF25X02/primary_doc.xml,,none
BKH,BLACK HILLS CORP /SD/,0001130464,NYSE,25-NSE,2018-11-01,0000876661-18-001159,xslF25X02/primary_doc.xml,3475626423.390274,yahoo_historical
DSX-WT,DIANA SHIPPING INC.,0001318885,NYSE,25-NSE,2018-10-29,0000876661-18-001145,xslF25X02/primary_doc.xml,,none
TMHC,Taylor Morrison Home Corp,0001562476,NYSE,25-NSE,2018-10-26,0000876661-18-001137,xslF25X02/primary_doc.xml,1527442339.493743,yahoo_historical
WW,"WW INTERNATIONAL, INC.",0000105319,NASDAQ,25,2018-10-12,0001193125-18-298423,d637803d25.htm,218414144.0,yahoo_current
PJT,PJT Partners Inc.,0001626115,NYSE,25-NSE,2018-10-09,0000876661-18-001079,xslF25X02/primary_doc.xml,1079135876.1941833,yahoo_historical
CVM,CEL SCI CORP,0000725363,AMEX,25-NSE,2018-10-09,0000876661-18-001081,xslF25X02/primary_doc.xml,978778047.2307281,yahoo_historical
RAMP,"LiveRamp Holdings, Inc.",0000733269,NYSE,25,2018-10-01,0001193125-18-289670,d612497d25.htm,3085695927.9838715,yahoo_historical
LCTX,"Lineage Cell Therapeutics, Inc.",0000876343,AMEX,25-NSE,2018-09-27,0001143313-18-000054,xslF25X02/primary_doc.xml,477582097.24748707,yahoo_historical
PGEN,"PRECIGEN, INC.",0001356090,NASDAQ,25,2018-09-24,0001193125-18-281308,d612803d25.htm,6747433087.951332,yahoo_historical
BGC,"BGC Group, Inc.",0001094831,NASDAQ,25-NSE,2018-09-05,0000876661-18-000966,xslF25X02/primary_doc.xml,2352659556.3313084,yahoo_historical
UAL,"United Airlines Holdings, Inc.",0000100517,NASDAQ,25,2018-09-05,0001104659-18-055190,a18-22014_225.htm,28550454040.28595,yahoo_historical
BBDC,"Barings BDC, Inc.",0001379785,NYSE,25-NSE,2018-08-30,0000876661-18-000949,xslF25X02/primary_doc.xml,576139655.9238491,yahoo_historical
KODK,EASTMAN KODAK CO,0000031235,NYSE,25-NSE,2018-08-30,0000876661-18-000954,xslF25X02/primary_doc.xml,313300000.0,yahoo_historical
CAKE,CHEESECAKE FACTORY INC,0000887596,NASDAQ,25,2018-08-20,0001104659-18-052824,a18-18778_125.htm,2227254510.183029,yahoo_historical
RPM,RPM INTERNATIONAL INC/DE/,0000110621,NYSE,25-NSE,2018-08-20,0000876661-18-000908,xslF25X02/primary_doc.xml,7177784494.160187,yahoo_historical
SGA,SAGA COMMUNICATIONS INC,0000886136,NASDAQ,25,2018-08-15,0001144204-18-044922,tv501088_25.htm,127446418.38401794,yahoo_historical
MVF,"BLACKROCK MUNIVEST FUND, INC.",0000835948,NYSE,25,2018-08-08,0001341004-18-000493,form25.htm,346557341.4308872,yahoo_historical
BHV,BLACKROCK VIRGINIA MUNICIPAL BOND TRUST,0001169034,NYSE,25,2018-08-08,0001341004-18-000491,form25.htm,19674918.230457306,yahoo_historical
BLE,BLACKROCK MUNICIPAL INCOME TRUST II,0001176194,NYSE,25,2018-08-08,0001341004-18-000496,form25.htm,438655866.23054504,yahoo_historical
HBM,Hudbay Minerals Inc.,0001322422,NYSE,25-NSE,2018-07-18,0000876661-18-000802,xslF25X02/primary_doc.xml,2055904731.4867525,yahoo_historical
SJM,J M SMUCKER Co,0000091419,NYSE,25-NSE,2018-06-26,0000876661-18-000744,xslF25X02/primary_doc.xml,9136774618.660477,yahoo_historical
SSP,E.W. SCRIPPS Co,0000832428,NASDAQ,25,2018-06-01,0000832428-18-000071,form25forremovalofclassash.htm,692796667.8121033,yahoo_historical
SKY,"Champion Homes, Inc.",0000090896,NYSE,25,2018-05-31,0001193125-18-180174,d596808d25.htm,1738086352.5911808,yahoo_historical
SBRA,"Sabra Health Care REIT, Inc.",0001492298,NASDAQ,25-NSE,2018-05-31,0001354457-18-000170,xslF25X02/primary_doc.xml,2790053661.591284,yahoo_historical
CPK,CHESAPEAKE UTILITIES CORP,0000019745,NYSE,25-NSE,2018-05-29,0000876661-18-000635,xslF25X02/primary_doc.xml,1611455283.6184387,yahoo_historical
GDL,GDL FUND,0001378701,NYSE,25-NSE,2018-05-29,0000876661-18-000633,xslF25X02/primary_doc.xml,68474212.04895973,yahoo_historical
AVT,AVNET INC,0000008858,NASDAQ,25,2018-05-07,0001558370-18-004169,avt-20180507_25.htm,2646582204.790352,yahoo_historical
ASX,"ASE Technology Holding Co., Ltd.",0001122411,NYSE,25-NSE,2018-05-03,0000876661-18-000478,xslF25X02/primary_doc.xml,7655757434.591809,yahoo_historical
ELV,"Elevance Health, Inc.",0001156039,NYSE,25-NSE,2018-05-01,0000876661-18-000460,xslF25X02/primary_doc.xml,47298757573.34715,yahoo_historical
JBTM,JBT Marel Corp,0001433660,NYSE,25-NSE,2018-04-30,0000876661-18-000422,xslF25X02/primary_doc.xml,5441510737.053619,yahoo_historical
NRC,NATIONAL RESEARCH CORP,0000070487,NASDAQ,25-NSE,2018-04-17,0001354457-18-000101,xslF25X02/primary_doc.xml,644257574.2036934,yahoo_historical
ST,Sensata Technologies Holding plc,0001477294,NYSE,25-NSE,2018-03-28,0000876661-18-000303,xslF25X02/primary_doc.xml,6995730213.942604,yahoo_historical
ACR-PD,ACRES Commercial Realty Corp.,0001332551,NYSE,25-NSE,2018-03-28,0000876661-18-000307,xslF25X02/primary_doc.xml,,none
TG,TREDEGAR CORP,0000850429,NYSE,25-NSE,2018-03-26,0000876661-18-000299,xslF25X02/primary_doc.xml,350292181.8489151,yahoo_historical
THRM,Gentherm Inc,0000903129,NASDAQ,25,2018-03-15,0001193125-18-083302,d539018d25.htm,1019539989.7776794,yahoo_historical
INVX,"Innovex International, Inc.",0001042893,NYSE,25-NSE,2018-02-27,0000876661-18-000208,xslF25X02/primary_doc.xml,3181017659.8254623,yahoo_historical
PARR,"PAR PACIFIC HOLDINGS, INC.",0000821483,NYSE,25,2018-02-26,0001193125-18-058523,d585283d25.htm,884116532.1030979,yahoo_historical
SB-PC,"SAFE BULKERS, INC.",0001434754,NYSE,25-NSE,2018-02-21,0000876661-18-000183,xslF25X02/primary_doc.xml,1183334033.7724686,yahoo_historical
AMT,AMERICAN TOWER CORP /MA/,0001053507,NYSE,25-NSE,2018-02-15,0000876661-18-000168,xslF25X02/primary_doc.xml,51951131387.94995,yahoo_historical
BTU,PEABODY ENERGY CORP,0001064728,NYSE,25-NSE,2018-02-01,0001143313-18-000006,xslF25X02/primary_doc.xml,4321534228.515625,yahoo_historical
NFG,NATIONAL FUEL GAS CO,0000070145,NYSE,25-NSE,2018-01-17,0000876661-18-000045,xslF25X02/primary_doc.xml,4069637639.351349,yahoo_historical
NAVI,NAVIENT CORP,0001593538,NASDAQ,25-NSE,2018-01-12,0001354457-18-000004,xslF25X02/primary_doc.xml,932980403.7774324,yahoo_historical
QGEN,QIAGEN N.V.,0001015820,NYSE,25,2018-01-08,0001015820-18-000003,form25.htm,6494503052.482414,yahoo_historical
DXF,Eason Technology Ltd,0001499494,AMEX,25,2018-01-08,0001477932-18-000090,xny_25.htm,1804328.0,yahoo_current
XELLL,XCEL ENERGY INC,0000072903,NASDAQ,25,2017-12-29,0001193125-17-383602,d500488d25.htm,,none
VC,VISTEON CORP,0001111335,NASDAQ,25,2017-12-26,0001193125-17-378019,d461917d25.htm,3393936150.65184,yahoo_historical
EPR-PE,EPR PROPERTIES,0001045450,NYSE,25-NSE,2017-12-21,0000876661-17-000799,xslF25X02/primary_doc.xml,,none
SLRC,SLR Investment Corp.,0001418076,NASDAQ,25-NSE,2017-12-20,0000876661-17-000791,xslF25X02/primary_doc.xml,508669456.045063,yahoo_historical
WBS-PG,WEBSTER FINANCIAL CORP,0000801337,NYSE,25-NSE,2017-12-18,0000876661-17-000776,xslF25X02/primary_doc.xml,,none
NCLH,Norwegian Cruise Line Holdings Ltd.,0001513761,NYSE,25,2017-12-18,0001144204-17-064134,tv481543_25.htm,25030056536.81966,yahoo_historical
LXFR,LUXFER HOLDINGS PLC,0001096056,NYSE,25-NSE,2017-12-12,0000876661-17-000743,xslF25X02/primary_doc.xml,293434888.5330963,yahoo_historical
RMNI,"Rimini Street, Inc.",0001635282,NASDAQ,25-NSE,2017-12-07,0001354457-17-000247,xslF25X02/primary_doc.xml,678964808.7501526,yahoo_historical
NVRI,ENVIRI Corp,0000045876,NYSE,25-NSE,2017-12-05,0000876661-17-000737,xslF25X02/primary_doc.xml,1408188729.5180626,yahoo_historical
KW,"Kennedy-Wilson Holdings, Inc.",0001408100,NYSE,25-NSE,2017-12-01,0000876661-17-000728,xslF25X02/primary_doc.xml,1719304583.1475391,yahoo_historical
ENO,"ENTERGY NEW ORLEANS, LLC",0000071508,NYSE,25-NSE,2017-12-01,0000876661-17-000730,xslF25X02/primary_doc.xml,204962693.2308197,yahoo_historical
FNF,"Fidelity National Financial, Inc.",0001331875,NYSE,25-NSE,2017-11-20,0000876661-17-000713,xslF25X02/primary_doc.xml,7363953253.447117,yahoo_historical
AFL,AFLAC INC,0000004977,NYSE,25-NSE,2017-11-16,0000876661-17-000707,xslF25X02/primary_doc.xml,18319431251.15618,yahoo_historical
SUI,SUN COMMUNITIES INC,0000912593,NYSE,25-NSE,2017-11-14,0000876661-17-000703,xslF25X02/primary_doc.xml,9023732496.949501,yahoo_historical
ALEX,"Alexander & Baldwin, Inc.",0001545654,NYSE,25-NSE,2017-11-09,0000876661-17-000670,xslF25X02/primary_doc.xml,1528078344.4905758,yahoo_historical
IEX,IDEX CORP /DE/,0000832101,NYSE,25,2017-11-09,0000832101-17-000055,iex-2017119xform25.htm,8605897735.102844,yahoo_historical
YUMC,"Yum China Holdings, Inc.",0001673358,NYSE,25-NSE,2017-11-07,0000876661-17-000664,xslF25X02/primary_doc.xml,13406121887.159077,yahoo_historical
SBI,WESTERN ASSET INTERMEDIATE MUNI FUND INC.,0000882300,NYSE,25,2017-11-06,0001193125-17-333711,d485645d25.htm,93429958.61492157,yahoo_historical
